scrapping_date,review_author,review_title,one_reviews_text,review_date,review_rating,review_helpful,review_feedback,revie_count
2022-06-13 22:58:16.199801,MrJohnnyBlade,Great multiplayer,"Great multiplayer but the single player story line is a bit tiresome especially every other mission when you are onboard the ship, it’s like you have to get through it to get to the next proper mission. 

Like I said though the multiplayer is great, a very good choice of mechs and each with a choice of weapons and mods. The weakest mechs can be strong due to their speed and the strongest weak due to their lack of it. 

Different maps and different game modes, capture the flag, death match etc. make it interesting, also the players are very helpful and easy going on new players. 

It’s an addictive game, suddenly you realise how long you have been playing as your battery starts to die and you think “argh No just one more battle”

Definitely recommend it for the multi player alone.",Apr 1 at 8:10 AM,4, 0, ,175
2022-06-13 22:58:16.215039,Mr-Peeps,Absolutely Amazing,"This game came out of nowhere and has absolutely nailed it. Value for money is certainly there with an excellent campaign I’m currently working through and a host of multiplayer options including deatmatch, survival and objective games with plenty of players. The controls are perfect, the little attentions to detail are a very welcome sight (loving the walkie talkie use when chatting to players and the fact that it brings up a little vid screen with mouth movement and everything) and the immersion is absolute. I highly recommend looking behind you in the cockpit…there was no need to detail the interior of your mech but it’s there! Fast becoming a favourite of mine. Buy it",Mar 7 at 7:24 PM,5, 3, ,175
2022-06-13 22:58:16.230529,adam.poole.313,Broken on quest 2,"Cannot get this to work.  Crashed  repeatedly just loading the first mission. Finally was able to progress but it just keeps randomly crashing back to main menu during missions.

Response to Developer... No I am not using the cast function.",Mar 25 at 12:20 PM,1, 3,"Hi Adam.poole.313, we are tracking down a very rare bug where users were reporting similar issues, and are attempting to narrow down the circumstances that cause it. In the meantime, please confirm that you are not using the casting feature, as that Meta feature has also been causing our application troubles since release.",175
2022-06-13 22:58:16.246252,cramyzarc,"I love the atmosphere, BUT!!","unfortunately there are many graphical glitches and abnormalities... ragdolls have awkward poses and no surface collision (having their arms in their chest), supposedly heavy machine wrecks bounce around like they were made of goo. many textures look really poor from nearby, isn't there any way to work around this? Other games do it pretty well and there are so many techniques to scale environments on a restricted compute budget... perhaps take out (as in: deactivate) some textures in favor of others? leave some areas untextured, but apply more detailed textures where it matters? have some anti aliasing applied?
Oh, and somehow the colours are totally over saturated. Would appreciate a more realistic approach like on the PC version.
I guess this was released in a rush or at least not fully optimized (yet) and as some of the described issues are clearly bugs, I'm going to wait for an update until I hop into it again.
This game is incredible and could be easily one of the best games released for Quest 2, but not at this moment... I hope it'll get fixed soon! Still keeping the 4 stars, hope to make it 5 one day :-)",Mar 17 at 6:50 PM,4, 2, ,175
2022-06-13 22:58:16.262993,awroosevelt,Mech Warrior in VR!,"This was one of the first games I bought when I first got my quest 1, to play via oculus link. I loved it, but was a bit distracted by all the other great oculus games that didn’t need the link. It’s a dream come true that this is native on Quest now.

Pros: if you like Mech Warrior, this game is for you. It feels awesome stomping around in a giant rig. The cockpit is immersive, and most of the controls are usable (not just for looks). I just finished the tutorial part of the campaign, and it does a great job of teaching you while being fun at the same time. Easily THE mech game for the quest.

Cons: Like Mech Warrior, it can feel a little slow. That’s fine with me, as I really like the simulation aspect, but if you are expecting War Robots in VR, this is not really going to scratch that itch. Some people will gripe about the level of graphical polish. Most looks awesome, but things like the human character models, human animation that constantly clips through the geo, and  VFX (other than combat VFX), could use some polish.

Overall, this is a must for me. I’ve tried other Mech games available (via sidequest and such), and non are as good as this one (That doesn’t mean they’re bad, just not as good at VOX).",Mar 5 at 12:16 PM,5, 3, ,175
2022-06-13 22:58:23.373880,MrJohnnyBlade,Great multiplayer,"Great multiplayer but the single player story line is a bit tiresome especially every other mission when you are onboard the ship, it’s like you have to get through it to get to the next proper mission. 

Like I said though the multiplayer is great, a very good choice of mechs and each with a choice of weapons and mods. The weakest mechs can be strong due to their speed and the strongest weak due to their lack of it. 

Different maps and different game modes, capture the flag, death match etc. make it interesting, also the players are very helpful and easy going on new players. 

It’s an addictive game, suddenly you realise how long you have been playing as your battery starts to die and you think “argh No just one more battle”

Definitely recommend it for the multi player alone.",Apr 1 at 8:10 AM,4, 0, ,175
2022-06-13 22:58:23.389783,Mr-Peeps,Absolutely Amazing,"This game came out of nowhere and has absolutely nailed it. Value for money is certainly there with an excellent campaign I’m currently working through and a host of multiplayer options including deatmatch, survival and objective games with plenty of players. The controls are perfect, the little attentions to detail are a very welcome sight (loving the walkie talkie use when chatting to players and the fact that it brings up a little vid screen with mouth movement and everything) and the immersion is absolute. I highly recommend looking behind you in the cockpit…there was no need to detail the interior of your mech but it’s there! Fast becoming a favourite of mine. Buy it",Mar 7 at 7:24 PM,5, 3, ,175
2022-06-13 22:58:23.405021,adam.poole.313,Broken on quest 2,"Cannot get this to work.  Crashed  repeatedly just loading the first mission. Finally was able to progress but it just keeps randomly crashing back to main menu during missions.

Response to Developer... No I am not using the cast function.",Mar 25 at 12:20 PM,1, 3,"Hi Adam.poole.313, we are tracking down a very rare bug where users were reporting similar issues, and are attempting to narrow down the circumstances that cause it. In the meantime, please confirm that you are not using the casting feature, as that Meta feature has also been causing our application troubles since release.",175
2022-06-13 22:58:23.420786,cramyzarc,"I love the atmosphere, BUT!!","unfortunately there are many graphical glitches and abnormalities... ragdolls have awkward poses and no surface collision (having their arms in their chest), supposedly heavy machine wrecks bounce around like they were made of goo. many textures look really poor from nearby, isn't there any way to work around this? Other games do it pretty well and there are so many techniques to scale environments on a restricted compute budget... perhaps take out (as in: deactivate) some textures in favor of others? leave some areas untextured, but apply more detailed textures where it matters? have some anti aliasing applied?
Oh, and somehow the colours are totally over saturated. Would appreciate a more realistic approach like on the PC version.
I guess this was released in a rush or at least not fully optimized (yet) and as some of the described issues are clearly bugs, I'm going to wait for an update until I hop into it again.
This game is incredible and could be easily one of the best games released for Quest 2, but not at this moment... I hope it'll get fixed soon! Still keeping the 4 stars, hope to make it 5 one day :-)",Mar 17 at 6:50 PM,4, 2, ,175
2022-06-13 22:58:23.435625,awroosevelt,Mech Warrior in VR!,"This was one of the first games I bought when I first got my quest 1, to play via oculus link. I loved it, but was a bit distracted by all the other great oculus games that didn’t need the link. It’s a dream come true that this is native on Quest now.

Pros: if you like Mech Warrior, this game is for you. It feels awesome stomping around in a giant rig. The cockpit is immersive, and most of the controls are usable (not just for looks). I just finished the tutorial part of the campaign, and it does a great job of teaching you while being fun at the same time. Easily THE mech game for the quest.

Cons: Like Mech Warrior, it can feel a little slow. That’s fine with me, as I really like the simulation aspect, but if you are expecting War Robots in VR, this is not really going to scratch that itch. Some people will gripe about the level of graphical polish. Most looks awesome, but things like the human character models, human animation that constantly clips through the geo, and  VFX (other than combat VFX), could use some polish.

Overall, this is a must for me. I’ve tried other Mech games available (via sidequest and such), and non are as good as this one (That doesn’t mean they’re bad, just not as good at VOX).",Mar 5 at 12:16 PM,5, 3, ,175
2022-06-13 22:58:30.545068,MrJohnnyBlade,Great multiplayer,"Great multiplayer but the single player story line is a bit tiresome especially every other mission when you are onboard the ship, it’s like you have to get through it to get to the next proper mission. 

Like I said though the multiplayer is great, a very good choice of mechs and each with a choice of weapons and mods. The weakest mechs can be strong due to their speed and the strongest weak due to their lack of it. 

Different maps and different game modes, capture the flag, death match etc. make it interesting, also the players are very helpful and easy going on new players. 

It’s an addictive game, suddenly you realise how long you have been playing as your battery starts to die and you think “argh No just one more battle”

Definitely recommend it for the multi player alone.",Apr 1 at 8:10 AM,4, 0, ,175
2022-06-13 22:58:30.560152,Mr-Peeps,Absolutely Amazing,"This game came out of nowhere and has absolutely nailed it. Value for money is certainly there with an excellent campaign I’m currently working through and a host of multiplayer options including deatmatch, survival and objective games with plenty of players. The controls are perfect, the little attentions to detail are a very welcome sight (loving the walkie talkie use when chatting to players and the fact that it brings up a little vid screen with mouth movement and everything) and the immersion is absolute. I highly recommend looking behind you in the cockpit…there was no need to detail the interior of your mech but it’s there! Fast becoming a favourite of mine. Buy it",Mar 7 at 7:24 PM,5, 3, ,175
2022-06-13 22:58:30.575503,adam.poole.313,Broken on quest 2,"Cannot get this to work.  Crashed  repeatedly just loading the first mission. Finally was able to progress but it just keeps randomly crashing back to main menu during missions.

Response to Developer... No I am not using the cast function.",Mar 25 at 12:20 PM,1, 3,"Hi Adam.poole.313, we are tracking down a very rare bug where users were reporting similar issues, and are attempting to narrow down the circumstances that cause it. In the meantime, please confirm that you are not using the casting feature, as that Meta feature has also been causing our application troubles since release.",175
2022-06-13 22:58:30.589532,cramyzarc,"I love the atmosphere, BUT!!","unfortunately there are many graphical glitches and abnormalities... ragdolls have awkward poses and no surface collision (having their arms in their chest), supposedly heavy machine wrecks bounce around like they were made of goo. many textures look really poor from nearby, isn't there any way to work around this? Other games do it pretty well and there are so many techniques to scale environments on a restricted compute budget... perhaps take out (as in: deactivate) some textures in favor of others? leave some areas untextured, but apply more detailed textures where it matters? have some anti aliasing applied?
Oh, and somehow the colours are totally over saturated. Would appreciate a more realistic approach like on the PC version.
I guess this was released in a rush or at least not fully optimized (yet) and as some of the described issues are clearly bugs, I'm going to wait for an update until I hop into it again.
This game is incredible and could be easily one of the best games released for Quest 2, but not at this moment... I hope it'll get fixed soon! Still keeping the 4 stars, hope to make it 5 one day :-)",Mar 17 at 6:50 PM,4, 2, ,175
2022-06-13 22:58:30.605836,awroosevelt,Mech Warrior in VR!,"This was one of the first games I bought when I first got my quest 1, to play via oculus link. I loved it, but was a bit distracted by all the other great oculus games that didn’t need the link. It’s a dream come true that this is native on Quest now.

Pros: if you like Mech Warrior, this game is for you. It feels awesome stomping around in a giant rig. The cockpit is immersive, and most of the controls are usable (not just for looks). I just finished the tutorial part of the campaign, and it does a great job of teaching you while being fun at the same time. Easily THE mech game for the quest.

Cons: Like Mech Warrior, it can feel a little slow. That’s fine with me, as I really like the simulation aspect, but if you are expecting War Robots in VR, this is not really going to scratch that itch. Some people will gripe about the level of graphical polish. Most looks awesome, but things like the human character models, human animation that constantly clips through the geo, and  VFX (other than combat VFX), could use some polish.

Overall, this is a must for me. I’ve tried other Mech games available (via sidequest and such), and non are as good as this one (That doesn’t mean they’re bad, just not as good at VOX).",Mar 5 at 12:16 PM,5, 3, ,175
2022-06-13 22:58:37.710625,MrJohnnyBlade,Great multiplayer,"Great multiplayer but the single player story line is a bit tiresome especially every other mission when you are onboard the ship, it’s like you have to get through it to get to the next proper mission. 

Like I said though the multiplayer is great, a very good choice of mechs and each with a choice of weapons and mods. The weakest mechs can be strong due to their speed and the strongest weak due to their lack of it. 

Different maps and different game modes, capture the flag, death match etc. make it interesting, also the players are very helpful and easy going on new players. 

It’s an addictive game, suddenly you realise how long you have been playing as your battery starts to die and you think “argh No just one more battle”

Definitely recommend it for the multi player alone.",Apr 1 at 8:10 AM,4, 0, ,175
2022-06-13 22:58:37.725683,Mr-Peeps,Absolutely Amazing,"This game came out of nowhere and has absolutely nailed it. Value for money is certainly there with an excellent campaign I’m currently working through and a host of multiplayer options including deatmatch, survival and objective games with plenty of players. The controls are perfect, the little attentions to detail are a very welcome sight (loving the walkie talkie use when chatting to players and the fact that it brings up a little vid screen with mouth movement and everything) and the immersion is absolute. I highly recommend looking behind you in the cockpit…there was no need to detail the interior of your mech but it’s there! Fast becoming a favourite of mine. Buy it",Mar 7 at 7:24 PM,5, 3, ,175
2022-06-13 22:58:37.740646,adam.poole.313,Broken on quest 2,"Cannot get this to work.  Crashed  repeatedly just loading the first mission. Finally was able to progress but it just keeps randomly crashing back to main menu during missions.

Response to Developer... No I am not using the cast function.",Mar 25 at 12:20 PM,1, 3,"Hi Adam.poole.313, we are tracking down a very rare bug where users were reporting similar issues, and are attempting to narrow down the circumstances that cause it. In the meantime, please confirm that you are not using the casting feature, as that Meta feature has also been causing our application troubles since release.",175
2022-06-13 22:58:37.755666,cramyzarc,"I love the atmosphere, BUT!!","unfortunately there are many graphical glitches and abnormalities... ragdolls have awkward poses and no surface collision (having their arms in their chest), supposedly heavy machine wrecks bounce around like they were made of goo. many textures look really poor from nearby, isn't there any way to work around this? Other games do it pretty well and there are so many techniques to scale environments on a restricted compute budget... perhaps take out (as in: deactivate) some textures in favor of others? leave some areas untextured, but apply more detailed textures where it matters? have some anti aliasing applied?
Oh, and somehow the colours are totally over saturated. Would appreciate a more realistic approach like on the PC version.
I guess this was released in a rush or at least not fully optimized (yet) and as some of the described issues are clearly bugs, I'm going to wait for an update until I hop into it again.
This game is incredible and could be easily one of the best games released for Quest 2, but not at this moment... I hope it'll get fixed soon! Still keeping the 4 stars, hope to make it 5 one day :-)",Mar 17 at 6:50 PM,4, 2, ,175
2022-06-13 22:58:37.771475,awroosevelt,Mech Warrior in VR!,"This was one of the first games I bought when I first got my quest 1, to play via oculus link. I loved it, but was a bit distracted by all the other great oculus games that didn’t need the link. It’s a dream come true that this is native on Quest now.

Pros: if you like Mech Warrior, this game is for you. It feels awesome stomping around in a giant rig. The cockpit is immersive, and most of the controls are usable (not just for looks). I just finished the tutorial part of the campaign, and it does a great job of teaching you while being fun at the same time. Easily THE mech game for the quest.

Cons: Like Mech Warrior, it can feel a little slow. That’s fine with me, as I really like the simulation aspect, but if you are expecting War Robots in VR, this is not really going to scratch that itch. Some people will gripe about the level of graphical polish. Most looks awesome, but things like the human character models, human animation that constantly clips through the geo, and  VFX (other than combat VFX), could use some polish.

Overall, this is a must for me. I’ve tried other Mech games available (via sidequest and such), and non are as good as this one (That doesn’t mean they’re bad, just not as good at VOX).",Mar 5 at 12:16 PM,5, 3, ,175
2022-06-13 22:58:44.879311,Rojman,Great game marred by glitches,"First of all I'll say the game as a whole is great: Combat, environment, sound....but there's glitches in the ship portions of the game. There were two instances where I needed to complete an action, and the game wouldn't let me go beyond that part, even though I did. I had to load and reload many times before it finally worked. Im on a second playthrough, and the same things are happening. Also the exit door that starts the missions is finicky. You have to move your character back and forth while spamming the action button to exit. Hopefully there will be a patch to fix these issues.",Mar 31 at 2:30 AM,3, 1,"We are indeed addressing some of these little issues that came up from player experiences. Our exit doors in particular were problematic because players would often teleport right up close to them and that made them not work great. On the ship, we will be making many of the fetch quests optional, which will allow players to get back into the action quicker.",175
2022-06-13 22:58:44.895477,MasterDecoySG,THE standard for Rockem'Sockem Combat,"This game is the only mech game you will need in your life, It has a low barrier to entry and a skill ceiling that exits the stratosphere.

The graphics on Quest are obviously not as good as the Rift version, but that is to be expected, and it's still probably the best looking quest game I've played.

1 Star awarded for each Kitten I suspect the dev's sacrificed to the Powers that be in order to get this thing functional on the quest, because it's clearly witchcraft.",Mar 4 at 1:08 PM,5, 3, ,175
2022-06-13 22:58:44.911731,Turbo_Bob,Don’t like the mandatory NPC part,I like the Mission part of the game but I don’t like the fact that you’re stuck wandering around ship talking to people and trying to find them things they need. I know that you can hit the B key and speed things up but you still have get what The characters want so you can get to your next mission.  Anyhow I hope the developers change this so that you can either skip it totally or make it much less time-consuming. I would then Change my review of this game.￼ thank you Bob,Mar 30 at 1:58 PM,2, 1,"Hi Turbo_Bob, thanks for the feedback. We are indeed working on an upcoming patch that will give the player options for either shortening the intermission sequences or skipping them entirely. While we believe the intermission sections add some much-needed context and lore to our game's universe, we understand that some folks just want to get to the action. After the next patch, some of the previously mandatory item quests will be optional, and also we're adding a skip button in the menu if the player wants to just get on with the action. We look forward to getting this patch out soon!",175
2022-06-13 22:58:44.928092,platon30000,Excellent mech simulator,"Excellent mech simulator. Piloting a mech feels hydraulic, pneumatic, mechanical. It feels real and heavy. Graphics are decent for Quest, the story is light but it keeps you going and the characters are attaching. And it is decently long. Overall a great game.",Apr 3 at 11:58 PM,5, 1, ,175
2022-06-13 22:58:44.944395,TestosterOwned,Garbage,First game review I've ever done in my life. I got this on discount and saw 4.5ish stars so I thought I'd try it.  Movement is so awkward and hard to find what the campaign wants you to actually do. The graphics are freaking awful. AI have 18 front teeth?! Cash grab. So poorly made,Mar 17 at 12:08 PM,1, 3,"Hi TestosterOwned, I assure you we don't intend to release garbage, so it's a pity to us that it's being received as such. All in-mission instructions are provided to the player on the right status screen, as described in the first mission. As for the intermissions, tap your watch to receive instructions from BLUE on how to proceed there (we'll also be releasing an update to allow players to skip these sections). The Quest2's capabilities are very limited, so for a game of our scope we had to reduce the fidelity of the game to fit. I encourage you to check out how the game looks on PC to get a sense of where we had to come down from.  As for the teeth, yep those didn't end up looking the greatest after being reduced, and I agree we could have done better in that particular aspect. I encourage you to look at the product as a whole, with both a campaign and 16player multiplayer that most folks are having a great time with. I think on those merits, we deserve a bit more credit than you are giving us.",175
2022-06-13 22:58:52.086579,mantesmmnfes,So much fun!!!,I got this game a day ago and I love it! The story is a lot of fun and I love the mechanics. The multiplayer is also fun. I also like the COMS sistem! Perfect game for a mech lover!,Apr 18 at 2:29 PM,5, 1, ,175
2022-06-13 22:58:52.102787,criztoph,Well done!,"After an hour in between training and the initial campaign levels, I’m very pleased with the overall quality and mechanics of the game. The operating of the mech is very immersive and the gameplay is fun. This definitely scratches the old Mech Warrior itch I’ve been trying to scratch for a long time.",Mar 4 at 8:46 PM,5, 3, ,175
2022-06-13 22:58:52.119119,Valkyrie-Profile,Enemy Mech... Destroyed...,"Yep, this is it. The mech game we've been waiting for. You really do feel like you're in the cockpit of a lumbering mech, while you choose different mech models, loadouts and customized weapons builds. Heat management is a must, and the ejection handle under your seat is just so cool. As someone who grew up playing Mechwarrior 2, Earthseige/Starseige, Heavy Gear and so many other mech combat games, this game is soo cool. I honestly can't wait for them to keep developing this game and roll out add ons and sequels. Story is good, multiplayer is awesome, and I can't wait for them to add new mechs and weapons and other systems. I remember when Steel Batallion came out for the original X Box with all its physical controls and switches and ever since then Ive thought how cool would it be to have realistic mech combat in VR. Well now it's here. This game is awesome, and on a personal note I want to say how ""grounding"" it feels to be in this heavy, lumbering machine in VR. Oftentimes VR feels so disembodied and this has a very grounded feel that is most welcome in a VR game. More of this please and I can't wait to see how it advances with updates and sequels! Definitely my most favorite VR game since Trover.",Mar 24 at 9:43 AM,5, 1, ,175
2022-06-13 22:58:52.135256,dicky lei,Interesting Experience. Need improvement,Seldom VR game has experience to be a pilot in a robot. A must try game for robot lovers. However the graphic is not good enough and the robot is quite difficult to control. The flight machanism needs to be improved too.,Apr 10 at 6:59 PM,3, 1, ,175
2022-06-13 22:58:52.150766,ParadiseDecay,Much Needed CAMPAIGN Mode!,"Impressions Video on Quest 2: https://www.youtube.com/watch?v=ROEjkEdmfyE

My Initial Impressions:
As a massive fan of the original game on PC I was more than happy to see this coming to Quest 2 and EVEN better the game now has a fully fledged 10 hour CAMPAIGN Mode!",Mar 5 at 9:06 PM,5, 3, ,175
2022-06-13 22:58:59.258182,eicto,Best seat mode vrvshooter,"Campaign not good, but it is one of the best multiplayer games ever.",May 7 at 4:20 PM,5, 0, ,175
2022-06-13 22:58:59.279123,MrEades,Developers?,"** I will update my rating if this is fixed. The game is super neat and campaign is good. But I haven’t been able to join an online game yet! If the online is good it will make this a 5* game. I can’t join one and when I try to create one it stated no cloud servers available. 

I haven’t been able to join a multiplayer game since launch. I tried to find an email on your website to ask but I didn’t see a way to get ahold of you.",Mar 9 at 10:27 PM,2, 2,"Hi MrEades, it's a shame multiplayer isn't working on your end with the game! You can find our contact email by visiting our website, hitting ""presskit"" tab and scrolling down to the developer info section ;-). I'm not sure if this will improve things for you, though we just launched a patch update to the game that might help. If this are still not working, please email us and we can try our best to get to the root of the problem. (please note also that at launch lots of ppl have been using our cloud servers, and it's possible that in some regions of the world the servers might have just been full at the time).",175
2022-06-13 22:58:59.295080,Calenzo,"Question, amazing game!","I am wondering if anyone else is glitching at the 1st worm mission, the first time you get the hammer? I can't seem to ever finish it. I just reset at some point after defeating it but never make it to the end.

Awesome game and can't wait for the future, thanks for making this game!!",Mar 24 at 5:32 AM,5, 1,"Hi Calenzo, glad to hear you're enjoying the game so far. I'd like to help you with the issue you're experiencing during the worm mission. It's unclear whether this is a bug or just something with your experience that is causing you frustration. To help figure the issue out with you, I just ask that you email us at <contact@space-bullet.com> with your name, and I'm sure it'll get figured out!",175
2022-06-13 22:58:59.312073,Blackhawk_Crewchief,Game has potential,"Good mech game. Champaign has annoying inner ship missions requiring you to speak with every crew member before next mission. Some missions are just skill based and annoyingly complex chasm jumpers. Few really good shoot out missions using the full capacity of the mechs. 

The machine itself is a simplified version of a mech compared to Mechwarrior games. But until the Mechwarrior franchise comes to VR. This is about as close as it gets.",Mar 23 at 3:11 AM,3, 0,"Hi Blackhawk_Crewghief, just messaging to let you know that we're working on an patch that will add in the ability for players to skip the intermissions wholesale. Furthermore, the intermissions themselves are being reworked such that most of the item quests will be optional, so that players still wanting to interact can do so at their liesure instead of being required to.",175
2022-06-13 22:58:59.327783,OakAddition Sams,Now This Is VR,"If you are looking for a unique VR experience that sets itself apart from typical “First Person” experiences look no further. This game was crafted with the immersion of the player in mind. Piloting  a Mech in Vox surpasses the gameplay of the innumerable “copy & paste” “pick up a gun and side arm” shooters in the oculus store. The mechanics of the game are easy to catch but will take time to master if you want to dominate on the battlefield.

The single player campaign is slow and will take time to grow on me but in a way it’s the best training for the multiplayer which is the shining star of the game!😁

I would advise you to go through the training to learn which mechs and weapon load out fits you best, however if you do decide to jump right in to multiplayer there are some true vets out there that have had this game for years (Cross Play) they will make easy work of you so don’t get discouraged if you take a few “L’s” starting out. I hope to see you on the battlefield Be blessed😁",Mar 5 at 4:25 AM,5, 2, ,175
2022-06-13 22:59:06.441437,Shreddermonkey,Great game little glitchy on release,"Still got some crashing out of the server but the game has improved for reliability since launch.  I am upgrading to a 4 star as to be honest even with its flaws I really enjoy the multiplayer of this game.  

The dynamics of the mechs are really good for skills and load outs allowing you to use different strategies.  

Keep going Devs.",Mar 22 at 10:45 AM,4, 0, ,175
2022-06-13 22:59:06.457811,Xazbot,This game is a must have,"I have this game on steam since it came out. Played alot back in the day. Sadly the MP population was sparse. Many said that this game on the Quest  would be a great success. It's finally here!!! I haven't had has much fun in a video game for a long while.

The game is awesome! The graphics are impressive considering the hardware. The immersion one gets playing this game is top of his class. 

Single-player is really cool and let's you role-play a grinder pilot. You can, in between missions, walk around and socialize with your crew. I love it, even if the animations leave a bit to be desired 

The multiplayer the best part of the game. Well balanced, many game modes, many mechs, lots of fun. 
People complain about the when lobbies are ruined by young children play but This game is literally for everyone. Everyone will have fun playing this game. 

This game is for everyone! And even the girlfriend likes it.",Mar 4 at 5:11 PM,5, 2, ,175
2022-06-13 22:59:06.474350,JeffDeadwater,The Battletech Center finally at home.,"Saying that I m huge fan of the mecha genre is an understatement, watched mecha anime, play mecha board game and ttrpg, played a lot of mecha video games in a lot of genres.

So get a comfy chair and get ready to get inside a grinder to shot other grinders.

The cockpits look great, a few interesting interactions (honk honk), the grinders feel heavy,  the story parts are cool and interesting,  and of course piloting your grinder feels way more organic than with mouse and keyboard.

Highly recommended.",Mar 24 at 12:30 AM,5, 1, ,175
2022-06-13 22:59:06.490326,jolene.mclellan.7,Good story,It has a great story it is pretty fun But it takes up 4 gigabits which for me is a lot and the carecter design when your out of the Mec needs work but otherwise it is great and you should get it,Apr 11 at 7:59 AM,4, 0, ,175
2022-06-13 22:59:06.506329,prkrS,Great! But…,"Mech games are my FAV genre of games, and trust me, I have played everything from iron rebellion to roll-a-Mech, and this is EASILY my favorite. I do have one issue, though. On the second mission of the campaign, Jess keeps getting stuck and just standing near where we saw the hopper. I have tried multiple times to restart the mission but the same thing happens every time. Please fix this, it’s such a good game! And make it so you can actually eat the chefs food instead of just taking it.

UPDATE: ok this is like 2 days later, and I have already received a response from the team, which it’s great that the week I post the review I actually get a response, great job guys👍, but it says I’m supposed to look at the hopper with the scope. Apparently Jess is supposed to tell me to look at it with the scope, but she tells me that we should worry about it later and get back to the patrol, at which point the hopper flies off, and Jess gets super interested about walking into the wall.",Mar 5 at 10:20 PM,4, 2,"Hi prkrS, during this section of Mission2, Jess will instruct the player to use their scope to get a closer look at that Hopper. So looking at the hopper and pressing in the right stick should make the mission proceed as intended. We provide instructions on how to do this on the status screen as we do in other parts of the game, but maybe there is an issue and this instruction may not be working for you. Please let me know if doing this fixes your problem, and I hope you enjoy the rest of the game!",175
2022-06-13 22:59:13.629884,LokiDragonborn,Love it.,"Really nice graphics, fun characters, very full and immersive story, with exciting gameplay.
The realistic mech controls are done perfectly.",Apr 17 at 12:16 AM,5, 0, ,175
2022-06-13 22:59:13.646750,Peterkn,So far... not great,"TL,DR: not quite there yet. Needs a lot of polishing. Feels like Early Access as of March 2022.

I'm a huge fan of Mechwarrior games and I've even played the VR Archangel Hellfire games so I was excited to see a Mechwarrior style VR game.

Unfortunately,  right away,  this thing started to cause motion sickness issues when I turn the mech. I've played many vr games and I usually don't use snap movement but for some reason,  it feels worse in this game. They probably need a snap turning turned on by default but that could ruin the immersion. It could be the graphics too.

The graphics are, ""okay"". The npc characters are not well done at all;  They will literally put their hands through themselves while you interact with them. 

The ship or station that you go to between missions is needlessly complicated. 

The buttons don't always respond while walking around the station. Example, if I press the joystick to turn, sometimes nothing will happen.

The character interactions on the station seem useless as well. For example, I can talk to the chef, he'll give me a tray of food. If I try to sit down at the nearby tables, my tray of food disappears. So, what was the point?

Overall,  feels like this game is Early access or beta. Hopefully they clean it up. I'm hopeful because it's a Mechwarrior style VR game!

If they don't show improvement soon,  I definitely would not recommend this game.",Mar 18 at 12:20 AM,3, 1, ,175
2022-06-13 22:59:13.663751,delGAT0!,Crashing constantly,"First it crashed upon launching.
Then before the first mission started.
Then it crashed when the mission ended.
And then it wouldn’t start after a few attempts. 

Game looks great but its been very unstable for me.",Mar 9 at 4:40 AM,1, 3,"Yeah it's strange hearing this behaviour, seems to happen quite rarely but we cannot get similar behaviour on any Quest2's we use. We have addressed the ""crash on launch"" WITH A NEW PATCH WE RELEASED MARCH 10th. Are you on the latest headset software? We heard from some users that after updating the crashing issues stopped (except for the loading one). Are you using casting at all? A rare bunch of users reported that Meta's Casting feature seems to make our game more unstable. Just some suggestions there, we hope with the new update coming this week that most of these issues will be resolved.",175
2022-06-13 22:59:13.680233,Gamertag_VR,THE BEST VR MECH GAME ON QUEST?,"I’ve been playing this game most of the week and have also played it before on PCVR! Now it’s arrived on Quest 2 but is it any good and how does it compare? 
Simply search ‘GAMERTAG VR VOX MACHINAE’ and if the video hits 500 likes I’ll be dropping 2 codes in my discord ✅",Mar 4 at 3:32 AM,4, 17, ,175
2022-06-13 22:59:13.698185,TheLabVideoGameTV,Not as great as people say it is .,"A great multiplayer campaign if you’re a fan of the genre, but a mediocre single player campaign at best.

https://youtu.be/o1Q3qfFeqTI",Apr 15 at 10:56 PM,3, 0, ,175
2022-06-13 22:59:20.788972,LokiDragonborn,Love it.,"Really nice graphics, fun characters, very full and immersive story, with exciting gameplay.
The realistic mech controls are done perfectly.",Apr 17 at 12:16 AM,5, 0, ,175
2022-06-13 22:59:20.804727,Peterkn,So far... not great,"TL,DR: not quite there yet. Needs a lot of polishing. Feels like Early Access as of March 2022.

I'm a huge fan of Mechwarrior games and I've even played the VR Archangel Hellfire games so I was excited to see a Mechwarrior style VR game.

Unfortunately,  right away,  this thing started to cause motion sickness issues when I turn the mech. I've played many vr games and I usually don't use snap movement but for some reason,  it feels worse in this game. They probably need a snap turning turned on by default but that could ruin the immersion. It could be the graphics too.

The graphics are, ""okay"". The npc characters are not well done at all;  They will literally put their hands through themselves while you interact with them. 

The ship or station that you go to between missions is needlessly complicated. 

The buttons don't always respond while walking around the station. Example, if I press the joystick to turn, sometimes nothing will happen.

The character interactions on the station seem useless as well. For example, I can talk to the chef, he'll give me a tray of food. If I try to sit down at the nearby tables, my tray of food disappears. So, what was the point?

Overall,  feels like this game is Early access or beta. Hopefully they clean it up. I'm hopeful because it's a Mechwarrior style VR game!

If they don't show improvement soon,  I definitely would not recommend this game.",Mar 18 at 12:20 AM,3, 1, ,175
